codigo_omm,station_name,state,state_initials,region,latitude,longitude,altitude,altitude_type,start_operation_date,station_situation,data_situation,data,hora,temp_comp_media,umidade_relativa_media,velocidade_vento_media
82098,MACAPA,Amapa,AP,Norte,-0.05,-51.11,14.46,meters,1925-01-01,operante,operante,01/07/2016,0000,26.78,89,0.68592,
82098,MACAPA,Amapa,AP,Norte,-0.05,-51.11,14.46,meters,1925-01-01,operante,operante,02/07/2016,0000,26.5,84,0.68592,
82098,MACAPA,Amapa,AP,Norte,-0.05,-51.11,14.46,meters,1925-01-01,operante,operante,03/07/2016,0000,26.28,86.5,0.68592,
82098,MACAPA,Amapa,AP,Norte,-0.05,-51.11,14.46,meters,1925-01-01,operante,operante,04/07/2016,0000,26.98,83.25,0,
82098,MACAPA,Amapa,AP,Norte,-0.05,-51.11,14.46,meters,1925-01-01,operante,operante,05/07/2016,0000,26.1,94,0.68592,
82098,MACAPA,Amapa,AP,Norte,-0.05,-51.11,14.46,meters,1925-01-01,operante,operante,06/07/2016,0000,26.96,84.75,0.34296,
82098,MACAPA,Amapa,AP,Norte,-0.05,-51.11,14.46,meters,1925-01-01,operante,operante,07/07/2016,0000,26.76,88,0.34296,
82098,MACAPA,Amapa,AP,Norte,-0.05,-51.11,14.46,meters,1925-01-01,operante,operante,08/07/2016,0000,28.18,75.25,2.05776,
82098,MACAPA,Amapa,AP,Norte,-0.05,-51.11,14.46,meters,1925-01-01,operante,operante,09/07/2016,0000,28.42,75.75,1.7148,
82098,MACAPA,Amapa,AP,Norte,-0.05,-51.11,14.46,meters,1925-01-01,operante,operante,10/07/2016,0000,27.66,79.5,0.68592,
